OTHER,T_NAMEC,CC_NAMEC,JUDGE_NAMEC,TTAS_DEGREE,NHI_DEGREE
P070716,P07耳鼻喉系統,P0707喉嚨痛,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P070717,P07耳鼻喉系統,P0707喉嚨痛,中度疼痛(4-7),3,3
P070718,P07耳鼻喉系統,P0707喉嚨痛,有吞嚥困難，但無呼吸窘迫徵象,3,3
P070720,P07耳鼻喉系統,P0707喉嚨痛,輕度疼痛(<4),4,4
P100309,P10婦產科,P1003陰道分泌物,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P100313,P10婦產科,P1003陰道分泌物,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P100505,P10婦產科,P1005陰道出血,血行動力循環不足,2,2
P100508,P10婦產科,P1005陰道出血,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P100515,P10婦產科,P1005陰道出血,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P100602,P10婦產科,P1006陰唇腫脹,血行動力循環不足,2,2
P100605,P10婦產科,P1006陰唇腫脹,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P100611,P10婦產科,P1006陰唇腫脹,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P100703,P10婦產科,P1007陰道疼痛/搔癢,輕度疼痛(<4),4,4
P100804,P10婦產科,P1008懷孕問題大於20週,可見胎兒先露部位、臍帶脫垂,1,1
P100812,P10婦產科,P1008懷孕問題大於20週,急產(宮縮≦2分鐘)/已破水,2,2
P100817,P10婦產科,P1008懷孕問題大於20週,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P100901,P10婦產科,P1009懷孕問題小於20週,重度呼吸窘迫(<90%),1,1
P100908,P10婦產科,P1009懷孕問題小於20週,重度疼痛(8-10),2,2
P100912,P10婦產科,P1009懷孕問題小於20週,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P100920,P10婦產科,P1009懷孕問題小於20週,陰道出血-少量/點狀，生命徵象正常，無發燒，無疼痛不適,4,4
P101010,P10婦產科,P1010產後出血,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P110102,P11心理健康,P1101憂鬱/自殺,有強烈的自殺意念,2,2
P110105,P11心理健康,P1101憂鬱/自殺,憂鬱感，但不一定有自殺的念頭,4,4
P110305,P11心理健康,P1103幻覺/妄想,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P110313,P11心理健康,P1103幻覺/妄想,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P110402,P11心理健康,P1104失眠,慢性失眠,5,5
P110602,P11心理健康,P1106社會/社交問題,沒有能力應付或處理,4,4
P110702,P11心理健康,P1107怪異行為,不穩定的想法或做出可能危害自身或他人安全的行為,2,2
P110803,P11心理健康,P1108破壞性行為,持續有問題的行為,4,4
P120103,P12物質誤用,P1201物質誤用/中毒,無意識(GCS3-8),1,1
P120108,P12物質誤用,P1201物質誤用/中毒,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P120114,P12物質誤用,P1201物質誤用/中毒,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P120202,P12物質誤用,P1202物質戒斷,休克,1,1
P120208,P12物質誤用,P1202物質戒斷,年齡<3M，體溫>38℃或<36℃,2,2
P120212,P12物質誤用,P1202物質戒斷,不穩定的想法或做出可能危害自身或他人安全的行為,2,2
P120217,P12物質誤用,P1202物質戒斷,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P120306,P12物質誤用,P1203藥物過量攝取,意識程度改變(GCS9-13),2,2
P120311,P12物質誤用,P1203藥物過量攝取,不穩定的想法或做出可能危害自身或他人安全的行為,2,2
P120316,P12物質誤用,P1203藥物過量攝取,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P130104,P13一般和其他,P1301發燒/畏寒,不分年齡，中樞體溫>41℃,1,1
P130110,P13一般和其他,P1301發燒/畏寒,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P130115,P13一般和其他,P1301發燒/畏寒,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P110704,P11心理健康,P1107怪異行為,無害的行為,4,4
P020307,P02心臟血管系統,P0203心悸/不規則心跳,年齡>6Y~≦18Y，每分鐘心跳次數≦40或≧130,1,1
A070716,A07耳鼻喉系統,A0707喉嚨痛,有吞嚥困難,但無呼吸窘迫徵象,3,3
E010802,E01環境,E0108有毒氣體吸入/暴露,休克,1,1
E010801,E01環境,E0108有毒氣體吸入/暴露,重度呼吸窘迫(＜90%),1,1
E010906,E01環境,E0109溺水,中度呼吸窘迫(＜92%),2,2
E010902,E01環境,E0109溺水,重度呼吸窘迫(＜90%),1,1
E011007,E01環境,E0110凍傷,急性周邊輕度疼痛(＜4),5,5
E011106,E01環境,E0111電擊傷害,血行動力循環不足,2,2
E011104,E01環境,E0111電擊傷害,無意識(GCS3-8),1,1
P010101,P01呼吸系統,P0101呼吸短促/緩慢*假如懷疑病人有氣喘相關問題請選擇P0108氣喘聲,重度呼吸窘迫(<90%),1,1
P010105,P01呼吸系統,P0101呼吸短促/緩慢*假如懷疑病人有氣喘相關問題請選擇P0108氣喘聲,年齡>6M~≦2Y，每分鐘呼吸次數≧55或≦15,1,1
P010121,P01呼吸系統,P0101呼吸短促/緩慢*假如懷疑病人有氣喘相關問題請選擇P0108氣喘聲,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P010125,P01呼吸系統,P0101呼吸短促/緩慢*假如懷疑病人有氣喘相關問題請選擇P0108氣喘聲,年齡>6Y~≦18Y，22≦每分鐘呼吸次數<25或12<每分鐘呼吸次數≦15,3,3
P010305,P01呼吸系統,P0103咳嗽,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P010408,P01呼吸系統,P0104換氣過度,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P020408,P02心臟血管系統,P0204全身虛弱.*假如懷疑腦中風，請選擇P0410中風症狀,年齡<3M，體溫>38℃或<36℃,2,2
P020412,P02心臟血管系統,P0204全身虛弱.*假如懷疑腦中風，請選擇P0410中風症狀,輕度呼吸窘迫(92-94%),3,3
P020416,P02心臟血管系統,P0204全身虛弱.*假如懷疑腦中風，請選擇P0410中風症狀,急性虛弱/無法走動,3,3
P030510,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,輕度呼吸窘迫(92-94%),3,3
P030514,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,無法控制的腹瀉/輕度脫水,3,3
P030602,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,血行動力循環不足,2,2
P131515,P13一般和其他,P1315檢驗/檢查結果異常,凝血異常-中度或輕度的出血,3,3
P131604,P13一般和其他,P1316手術後併發症,年齡<3M，體溫>38℃或<36℃,2,2
P030706,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,血行動力循環不足,2,2
P030709,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P030714,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P030717,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,輕度脫水,3,3
P030720,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P040609,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P040613,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P041013,P04神經系統,P0410中風症狀,症狀發作時間<6小時,2,2
P041020,P04神經系統,P0410中風症狀,症狀發作時間>6小時或已緩解,3,3
P060603,P06泌尿系統,P0606尿滯留,意識程度改變(GCS9-13),2,2
P060612,P06泌尿系統,P0606尿滯留,中度疼痛(4-7),3,3
P060913,P06泌尿系統,P0609多尿,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P061004,P06泌尿系統,P0610鼠蹊部疼痛/腫塊,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P061012,P06泌尿系統,P0610鼠蹊部疼痛/腫塊,持續性嘔吐,3,3
P070810,P07耳鼻喉系統,P0708頸部腫脹/疼痛,重度疼痛(8-10),2,2
P070815,P07耳鼻喉系統,P0708頸部腫脹/疼痛,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P070904,P07耳鼻喉系統,P0709吞嚥困難,中度呼吸窘迫(<92%),2,2
P071115,P07耳鼻喉系統,P0711流鼻血,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P071304,P07耳鼻喉系統,P0713鼻內異物,年齡<3M，體溫>38℃或<36℃,2,2
P071311,P07耳鼻喉系統,P0713鼻內異物,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040616,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P040617,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,步態不穩/運動失調，慢性，生命徵象正常，無發燒，無疼痛不適,4,4
P040701,P04神經系統,P0407肢體無力,重度呼吸窘迫(<90%),1,1
P040702,P04神經系統,P0407肢體無力,休克,1,1
P040703,P04神經系統,P0407肢體無力,無意識(GCS3-8),1,1
P040704,P04神經系統,P0407肢體無力,中度呼吸窘迫(<92%),2,2
P040705,P04神經系統,P0407肢體無力,血行動力循環不足,2,2
P040706,P04神經系統,P0407肢體無力,意識程度改變(GCS9-13),2,2
P040707,P04神經系統,P0407肢體無力,年齡<3M，體溫>38℃或<36℃,2,2
P040708,P04神經系統,P0407肢體無力,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P040709,P04神經系統,P0407肢體無力,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P040710,P04神經系統,P0407肢體無力,重度疼痛(8-10),2,2
P040711,P04神經系統,P0407肢體無力,凝血異常-危及生命或肢體的出血,2,2
P040712,P04神經系統,P0407肢體無力,虛弱無力，無法坐起,2,2
P040713,P04神經系統,P0407肢體無力,症狀發作時間<6小時,2,2
P040714,P04神經系統,P0407肢體無力,輕度呼吸窘迫(92-94%),3,3
P040715,P04神經系統,P0407肢體無力,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P040716,P04神經系統,P0407肢體無力,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P040717,P04神經系統,P0407肢體無力,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040718,P04神經系統,P0407肢體無力,中度疼痛(4-7),3,3
P040719,P04神經系統,P0407肢體無力,凝血異常-中度或輕度的出血,3,3
P040720,P04神經系統,P0407肢體無力,症狀發作時間>6小時或已緩解,3,3
P040801,P04神經系統,P0408震顫,中度呼吸窘迫(<92%),2,2
P040802,P04神經系統,P0408震顫,血行動力循環不足,2,2
P040803,P04神經系統,P0408震顫,意識程度改變(GCS9-13),2,2
P040804,P04神經系統,P0408震顫,年齡<3M，體溫>38℃或<36℃,2,2
P040805,P04神經系統,P0408震顫,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P040806,P04神經系統,P0408震顫,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P040807,P04神經系統,P0408震顫,輕度呼吸窘迫(92-94%),3,3
P040809,P04神經系統,P0408震顫,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P040810,P04神經系統,P0408震顫,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040811,P04神經系統,P0408震顫,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P040812,P04神經系統,P0408震顫,慢性震顫，生命徵象正常，無發燒，無疼痛不適,4,4
P040901,P04神經系統,P0409知覺喪失/感覺異常.*假如懷疑腦中風，請選擇P0410中風症狀,知覺喪失/感覺異常，急性,3,3
P040902,P04神經系統,P0409知覺喪失/感覺異常.*假如懷疑腦中風，請選擇P0410中風症狀,知覺喪失/感覺異常，慢性，生命徵象正常，無發燒，無疼痛不適,4,4
P041001,P04神經系統,P0410中風症狀,重度呼吸窘迫(<90%),1,1
P041002,P04神經系統,P0410中風症狀,休克,1,1
P041004,P04神經系統,P0410中風症狀,中度呼吸窘迫(<92%),2,2
P041005,P04神經系統,P0410中風症狀,血行動力循環不足,2,2
P041006,P04神經系統,P0410中風症狀,意識程度改變(GCS9-13),2,2
P041007,P04神經系統,P0410中風症狀,年齡<3M，體溫>38℃或<36℃,2,2
P041009,P04神經系統,P0410中風症狀,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P041010,P04神經系統,P0410中風症狀,重度疼痛(8-10),2,2
P041011,P04神經系統,P0410中風症狀,凝血異常-危及生命或肢體的出血,2,2
P041012,P04神經系統,P0410中風症狀,虛弱無力，無法坐起,2,2
P041014,P04神經系統,P0410中風症狀,輕度呼吸窘迫(92-94%),3,3
P041016,P04神經系統,P0410中風症狀,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P041017,P04神經系統,P0410中風症狀,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P041018,P04神經系統,P0410中風症狀,中度疼痛(4-7),3,3
P041019,P04神經系統,P0410中風症狀,凝血異常-中度或輕度的出血,3,3
P050101,P05骨骼系統,P0501背痛,重度呼吸窘迫(<90%),1,1
P050102,P05骨骼系統,P0501背痛,休克,1,1
P050105,P05骨骼系統,P0501背痛,血行動力循環不足,2,2
P050106,P05骨骼系統,P0501背痛,意識程度改變(GCS9-13),2,2
P050107,P05骨骼系統,P0501背痛,年齡<3M，體溫>38℃或<36℃,2,2
P050109,P05骨骼系統,P0501背痛,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P050110,P05骨骼系統,P0501背痛,重度疼痛(8-10),2,2
P050111,P05骨骼系統,P0501背痛,出現神經學症狀+/-排尿、排便障礙,2,2
P050112,P05骨骼系統,P0501背痛,輕度呼吸窘迫(92-94%),3,3
P050113,P05骨骼系統,P0501背痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P050115,P05骨骼系統,P0501背痛,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P050116,P05骨骼系統,P0501背痛,中度疼痛(4-7),3,3
P050117,P05骨骼系統,P0501背痛,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P050118,P05骨骼系統,P0501背痛,輕度疼痛(<4),4,4
P050202,P05骨骼系統,P0502肢體疼痛,休克,1,1
P050203,P05骨骼系統,P0502肢體疼痛,無意識(GCS3-8),1,1
P050204,P05骨骼系統,P0502肢體疼痛,中度呼吸窘迫(<92%),2,2
P050205,P05骨骼系統,P0502肢體疼痛,血行動力循環不足,2,2
P050206,P05骨骼系統,P0502肢體疼痛,意識程度改變(GCS9-13),2,2
P050207,P05骨骼系統,P0502肢體疼痛,年齡<3M，體溫>38℃或<36℃,2,2
P050209,P05骨骼系統,P0502肢體疼痛,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P050210,P05骨骼系統,P0502肢體疼痛,重度疼痛(8-10),2,2
P050211,P05骨骼系統,P0502肢體疼痛,神經受損或肢體血管循環不佳徵象,2,2
P110103,P11心理健康,P1101憂鬱/自殺,不穩定的想法或做出可能危害自身或他人安全的行為,2,2
P110104,P11心理健康,P1101憂鬱/自殺,有自殺的想法，但不一定有計畫,3,3
P110201,P11心理健康,P1102焦慮/激動,重度焦慮/激動,2,2
P110203,P11心理健康,P1102焦慮/激動,中度焦慮/激動,3,3
P110204,P11心理健康,P1102焦慮/激動,輕度焦慮/激動,4,4
P110301,P11心理健康,P1103幻覺/妄想,中度呼吸窘迫(<92%),2,2
P110302,P11心理健康,P1103幻覺/妄想,血行動力循環不足,2,2
P110303,P11心理健康,P1103幻覺/妄想,意識程度改變(GCS9-13),2,2
P110304,P11心理健康,P1103幻覺/妄想,年齡<3M，體溫>38℃或<36℃,2,2
P110306,P11心理健康,P1103幻覺/妄想,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P110307,P11心理健康,P1103幻覺/妄想,急性精神病態,2,2
P110308,P11心理健康,P1103幻覺/妄想,重度焦慮/激動,2,2
P110311,P11心理健康,P1103幻覺/妄想,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P110312,P11心理健康,P1103幻覺/妄想,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P110314,P11心理健康,P1103幻覺/妄想,中度焦慮/激動或合併被害妄想,3,3
P110315,P11心理健康,P1103幻覺/妄想,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P110317,P11心理健康,P1103幻覺/妄想,慢性幻想，生命徵象正常，無發燒，無疼痛不適,5,5
P110401,P11心理健康,P1104失眠,急性失眠,4,4
P110501,P11心理健康,P1105暴力行為/自傷/傷害他人,即將傷害自己或他人；有明確的計畫,1,1
P110503,P11心理健康,P1105暴力行為/自傷/傷害他人,有使用暴力/傷害他人的念頭，但不一定有計畫,3,3
P110603,P11心理健康,P1106社會/社交問題,慢性非緊急的狀況，生命徵象正常，無發燒，無疼痛不適,5,5
P110701,P11心理健康,P1107怪異行為,無法控制的行為,1,1
P110703,P11心理健康,P1107怪異行為,可以控制的行為,3,3
P110705,P11心理健康,P1107怪異行為,慢性非緊急的狀況，生命徵象正常，無發燒，無疼痛不適,5,5
P110801,P11心理健康,P1108破壞性行為,不穩定的想法或做出可能危害自身或他人(家庭)安全的行為,2,2
P110802,P11心理健康,P1108破壞性行為,對於環境或其他人出現急性相處困難的狀況,3,3
P130202,P13一般和其他,P1302轉診,休克,1,1
P120101,P12物質誤用,P1201物質誤用/中毒,重度呼吸窘迫(<90%),1,1
P120102,P12物質誤用,P1201物質誤用/中毒,休克,1,1
P120104,P12物質誤用,P1201物質誤用/中毒,中度呼吸窘迫(<92%),2,2
P120105,P12物質誤用,P1201物質誤用/中毒,血行動力循環不足,2,2
P120106,P12物質誤用,P1201物質誤用/中毒,意識程度改變(GCS9-13),2,2
P120107,P12物質誤用,P1201物質誤用/中毒,年齡<3M，體溫>38℃或<36℃,2,2
P120110,P12物質誤用,P1201物質誤用/中毒,高危險性物質/不明物質,2,2
P120111,P12物質誤用,P1201物質誤用/中毒,不穩定的想法或做出可能危害自身或他人安全的行為,2,2
P120112,P12物質誤用,P1201物質誤用/中毒,輕度呼吸窘迫(92-94%),3,3
P120113,P12物質誤用,P1201物質誤用/中毒,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P120115,P12物質誤用,P1201物質誤用/中毒,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P120116,P12物質誤用,P1201物質誤用/中毒,已知低危險性物質<4小時,3,3
P120117,P12物質誤用,P1201物質誤用/中毒,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P120118,P12物質誤用,P1201物質誤用/中毒,已知低危險性物質>4小時，生命徵象正常，無發燒，無疼痛不適,4,4
P120203,P12物質誤用,P1202物質戒斷,無意識(GCS3-8),1,1
P120204,P12物質誤用,P1202物質戒斷,持續抽搐,1,1
P120205,P12物質誤用,P1202物質戒斷,中度呼吸窘迫(<92%),2,2
P120206,P12物質誤用,P1202物質戒斷,血行動力循環不足,2,2
P120207,P12物質誤用,P1202物質戒斷,意識程度改變(GCS9-13),2,2
P120209,P12物質誤用,P1202物質戒斷,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P120211,P12物質誤用,P1202物質戒斷,剛發生的抽搐/發作後/激動,2,2
P120213,P12物質誤用,P1202物質戒斷,重度焦慮/激動,2,2
P120214,P12物質誤用,P1202物質戒斷,輕度呼吸窘迫(92-94%),3,3
P120215,P12物質誤用,P1202物質戒斷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P120216,P12物質誤用,P1202物質戒斷,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P120218,P12物質誤用,P1202物質戒斷,中度焦慮/激動,3,3
P120219,P12物質誤用,P1202物質戒斷,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P120301,P12物質誤用,P1203藥物過量攝取,重度呼吸窘迫(<90%),1,1
P120302,P12物質誤用,P1203藥物過量攝取,休克,1,1
P120303,P12物質誤用,P1203藥物過量攝取,無意識(GCS3-8),1,1
P120304,P12物質誤用,P1203藥物過量攝取,中度呼吸窘迫(<92%),2,2
P120305,P12物質誤用,P1203藥物過量攝取,血行動力循環不足,2,2
P120307,P12物質誤用,P1203藥物過量攝取,年齡<3M，體溫>38℃或<36℃,2,2
P120309,P12物質誤用,P1203藥物過量攝取,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P120310,P12物質誤用,P1203藥物過量攝取,高危險性物質/不明物質,2,2
P120312,P12物質誤用,P1203藥物過量攝取,企圖自殺或者有明確的計畫,2,2
P120313,P12物質誤用,P1203藥物過量攝取,輕度呼吸窘迫(92-94%),3,3
P120314,P12物質誤用,P1203藥物過量攝取,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P120315,P12物質誤用,P1203藥物過量攝取,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P120317,P12物質誤用,P1203藥物過量攝取,有自殺的想法，但不一定有計畫,3,3
P120318,P12物質誤用,P1203藥物過量攝取,已知低危險性物質<4小時,3,3
P120320,P12物質誤用,P1203藥物過量攝取,已知低危險性物質>4小時，生命徵象正常，無發燒，無疼痛不適,4,4
P130101,P13一般和其他,P1301發燒/畏寒,重度呼吸窘迫(<90%),1,1
P130102,P13一般和其他,P1301發燒/畏寒,休克,1,1
P130103,P13一般和其他,P1301發燒/畏寒,無意識(GCS3-8),1,1
P130105,P13一般和其他,P1301發燒/畏寒,中度呼吸窘迫(<92%),2,2
P130107,P13一般和其他,P1301發燒/畏寒,意識程度改變(GCS9-13),2,2
P130108,P13一般和其他,P1301發燒/畏寒,年齡<3M，體溫>38℃或<36℃,2,2
P130111,P13一般和其他,P1301發燒/畏寒,紫斑或瘀斑，病容明顯,2,2
P130109,P13一般和其他,P1301發燒/畏寒,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P130112,P13一般和其他,P1301發燒/畏寒,輕度呼吸窘迫(92-94%),3,3
P130114,P13一般和其他,P1301發燒/畏寒,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P130116,P13一般和其他,P1301發燒/畏寒,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P130201,P13一般和其他,P1302轉診,重度呼吸窘迫(<90%),1,1
P130203,P13一般和其他,P1302轉診,無意識(GCS3-8),1,1
P130204,P13一般和其他,P1302轉診,轉診病人已插有氣管內管/胸管,1,1
P130205,P13一般和其他,P1302轉診,中度呼吸窘迫(<92%),2,2
P130206,P13一般和其他,P1302轉診,血行動力循環不足,2,2
P130207,P13一般和其他,P1302轉診,意識程度改變(GCS9-13),2,2
P130208,P13一般和其他,P1302轉診,年齡<3M，體溫>38℃或<36℃,2,2
P130209,P13一般和其他,P1302轉診,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P130210,P13一般和其他,P1302轉診,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P130211,P13一般和其他,P1302轉診,重度疼痛(8-10),2,2
P130212,P13一般和其他,P1302轉診,輕度呼吸窘迫(92-94%),3,3
P130213,P13一般和其他,P1302轉診,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P130214,P13一般和其他,P1302轉診,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P130215,P13一般和其他,P1302轉診,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P130216,P13一般和其他,P1302轉診,中度疼痛(4-7),3,3
P130217,P13一般和其他,P1302轉診,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P130218,P13一般和其他,P1302轉診,輕度疼痛(<4),4,4
P130219,P13一般和其他,P1302轉診,轉診，生命徵象正常，無發燒，無疼痛不適,5,5
P130301,P13一般和其他,P1303要求開藥,要求開藥，生命徵象正常，無發燒，無疼痛不適,5,5
P130401,P13一般和其他,P1304蒼白/貧血,重度呼吸窘迫(<90%),1,1
P130402,P13一般和其他,P1304蒼白/貧血,休克,1,1
P130403,P13一般和其他,P1304蒼白/貧血,無意識(GCS3-8),1,1
P130404,P13一般和其他,P1304蒼白/貧血,中度呼吸窘迫(<92%),2,2
P130405,P13一般和其他,P1304蒼白/貧血,血行動力循環不足,2,2
A020513,A02心臟血管系統,A0205全身虛弱/無力,腎病末期，合併有高血鉀或低血鉀的病史,3,3
A030713,A03腸胃系統,A0307噁心/嘔吐*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇A0309吐血,急性持續性嘔吐,3,3
A030711,A03腸胃系統,A0307噁心/嘔吐*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇A0309吐血,發燒(看起來有病容),3,3
A030715,A03腸胃系統,A0307噁心/嘔吐*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇A0309吐血,間歇性的噁心/嘔吐或已緩解,4,4
A040610,A04神經系統,A0406步態不穩/運動失調*假如懷疑腦中風，請選擇A0408肢體無力,輕度呼吸窘迫(92-94%),3,3
A040815,A04神經系統,A0408肢體無力,急性中樞中度疼痛(4-7),3,3
A040806,A04神經系統,A0408肢體無力,意識程度改變(GCS9-13),2,2
A040902,A04神經系統,A0409知覺喪失/感覺異常*假如懷疑腦中風，請選擇A0408肢體無力,知覺喪失/感覺異常，慢性，生命徵象正常，無發燒，無疼痛不適,4,4
A041010,A04神經系統,A0410中風症狀(突發性口齒不清/單側肢體感覺異常/突發性視覺異常),凝血異常-危及生命或肢體的出血,2,2
A050202,A05骨骼系統,A0502上肢疼痛,休克,1,1
A050207,A05骨骼系統,A0502上肢疼痛,發燒(免疫功能缺陷),2,2
A050317,A05骨骼系統,A0503下肢疼痛,石膏緊密，沒有神經受損或肢體血管循環不佳徵象,4,4
A060707,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A061011,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,發燒(看起來無病容),4,4
A071106,A07耳鼻喉系統,A0711流鼻血,意識程度改變(GCS9-13),2,2
A071305,A07耳鼻喉系統,A0713鼻內異物,急性周邊重度疼痛(8-10),3,3
A080604,A08眼科,A0806畏光/光傷害,畏光，生命徵象正常，無發燒，無疼痛不適,4,4
A080802,A08眼科,A0808眼眶腫脹,血行動力循環不足,2,2
A080805,A08眼科,A0808眼眶腫脹,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A100902,A10婦產科,A1009懷孕問題小於20週,休克,1,1
